event_id,shipment_id,event_timestamp,event_type,severity,delay_minutes,location,description
EVT-000106,SHP-0031,2026-08-20 15:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000107,SHP-0031,2026-08-20 18:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000108,SHP-0031,2026-08-20 22:24:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000109,SHP-0032,2026-08-03 09:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000110,SHP-0032,2026-08-03 10:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000111,SHP-0032,2026-08-03 12:48:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000112,SHP-0033,2026-08-17 23:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000113,SHP-0033,2026-08-18 02:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000114,SHP-0033,2026-08-18 06:24:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000115,SHP-0034,2026-08-24 20:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000116,SHP-0034,2026-08-24 21:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000117,SHP-0034,2026-08-24 23:48:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000118,SHP-0035,2026-08-11 10:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000119,SHP-0035,2026-08-11 17:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000120,SHP-0035,2026-08-12 00:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000121,SHP-0036,2026-08-09 07:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000122,SHP-0036,2026-08-09 14:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000123,SHP-0036,2026-08-09 21:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000124,SHP-0037,2026-08-02 00:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000125,SHP-0037,2026-08-02 08:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000126,SHP-0037,2026-08-02 08:49:46.016684,TRAFFIC_DELAY,MEDIUM,187,R-011,Traffic congestion reported along shipment route.
EVT-000127,SHP-0037,2026-08-02 09:04:46.016684,ETA_UPDATE,MEDIUM,187,R-011,Estimated arrival time updated following operational disruption.
EVT-000128,SHP-0037,2026-08-02 11:56:46.016684,DISRUPTION_RESOLVED,INFO,187,R-011,Historical operational disruption resolved.
EVT-000129,SHP-0037,2026-08-02 19:07:00.000000,ARRIVAL,INFO,187,MIL-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-000130,SHP-0038,2026-08-26 16:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000131,SHP-0038,2026-08-26 23:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000132,SHP-0038,2026-08-27 06:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000133,SHP-0039,2026-08-14 00:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000134,SHP-0039,2026-08-14 02:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000135,SHP-0039,2026-08-14 04:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000136,SHP-0040,2026-08-16 03:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000137,SHP-0040,2026-08-16 05:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000138,SHP-0040,2026-08-16 07:48:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000139,SHP-0041,2026-08-13 06:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000140,SHP-0041,2026-08-13 09:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000141,SHP-0041,2026-08-13 13:06:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000142,SHP-0042,2026-08-10 15:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000143,SHP-0042,2026-08-10 16:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000144,SHP-0042,2026-08-10 18:48:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000145,SHP-0043,2026-08-04 04:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000146,SHP-0043,2026-08-04 05:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000147,SHP-0043,2026-08-04 07:48:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000148,SHP-0044,2026-08-21 21:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000149,SHP-0044,2026-08-22 00:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000150,SHP-0044,2026-08-22 01:56:29.500732,TRAFFIC_DELAY,MEDIUM,175,R-009,Traffic congestion reported along shipment route.
EVT-000151,SHP-0044,2026-08-22 02:11:29.500732,ETA_UPDATE,MEDIUM,175,R-009,Estimated arrival time updated following operational disruption.
EVT-000152,SHP-0044,2026-08-22 04:51:29.500732,DISRUPTION_RESOLVED,INFO,175,R-009,Historical operational disruption resolved.
EVT-000153,SHP-0044,2026-08-22 07:19:00.000000,ARRIVAL,INFO,175,FRA-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-000154,SHP-0045,2026-08-28 00:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000155,SHP-0045,2026-08-28 03:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000156,SHP-0045,2026-08-28 07:24:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000157,SHP-0046,2026-08-15 22:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000158,SHP-0046,2026-08-16 05:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000159,SHP-0046,2026-08-16 12:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000160,SHP-0047,2026-08-05 23:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000161,SHP-0047,2026-08-06 01:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000162,SHP-0047,2026-08-06 03:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000163,SHP-0048,2026-08-21 12:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000164,SHP-0048,2026-08-21 14:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000165,SHP-0048,2026-08-21 16:48:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000166,SHP-0049,2026-08-29 18:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000167,SHP-0049,2026-08-29 19:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000168,SHP-0049,2026-08-29 21:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000169,SHP-0050,2026-08-11 04:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000170,SHP-0050,2026-08-11 05:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000171,SHP-0050,2026-08-11 07:48:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000172,SHP-0051,2026-08-15 20:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000173,SHP-0051,2026-08-15 21:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000174,SHP-0051,2026-08-15 22:17:37.879581,WEATHER_DISRUPTION,MEDIUM,341,R-004,Severe weather conditions affecting transport operations.
EVT-000175,SHP-0051,2026-08-15 22:32:37.879581,ETA_UPDATE,MEDIUM,341,R-004,Estimated arrival time updated following operational disruption.
EVT-000176,SHP-0051,2026-08-16 03:58:37.879581,DISRUPTION_RESOLVED,INFO,341,R-004,Historical operational disruption resolved.
EVT-000177,SHP-0051,2026-08-16 05:29:00.000000,ARRIVAL,INFO,341,MAD-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-000178,SHP-0052,2026-08-23 22:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000179,SHP-0052,2026-08-24 00:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000180,SHP-0052,2026-08-24 02:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000181,SHP-0053,2026-08-08 20:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000182,SHP-0053,2026-08-08 21:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000183,SHP-0053,2026-08-08 23:48:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000184,SHP-0054,2026-08-23 02:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000185,SHP-0054,2026-08-23 05:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000186,SHP-0054,2026-08-23 09:24:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000187,SHP-0055,2026-08-14 09:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000188,SHP-0055,2026-08-14 10:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000189,SHP-0055,2026-08-14 11:43:07.754480,TRAFFIC_DELAY,MEDIUM,333,R-001,Traffic congestion reported along shipment route.
EVT-000190,SHP-0055,2026-08-14 11:58:07.754480,ETA_UPDATE,MEDIUM,333,R-001,Estimated arrival time updated following operational disruption.
EVT-000191,SHP-0055,2026-08-14 17:16:07.754480,DISRUPTION_RESOLVED,INFO,333,R-001,Historical operational disruption resolved.
EVT-000192,SHP-0055,2026-08-14 18:21:00.000000,ARRIVAL,INFO,333,BRU-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-000193,SHP-0056,2026-08-22 02:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000194,SHP-0056,2026-08-22 05:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000195,SHP-0056,2026-08-22 09:06:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000196,SHP-0057,2026-08-25 06:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000197,SHP-0057,2026-08-25 08:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000198,SHP-0057,2026-08-25 10:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000199,SHP-0058,2026-08-14 21:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000200,SHP-0058,2026-08-15 00:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000201,SHP-0058,2026-08-15 04:06:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000202,SHP-0059,2026-08-15 18:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000203,SHP-0059,2026-08-16 01:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000204,SHP-0059,2026-08-16 08:54:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000205,SHP-0060,2026-08-10 06:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000206,SHP-0060,2026-08-10 09:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
